All,ಎಲ್ಲಾ
"Are you sure you want to cancel this order?","ನೀವು ಈ ವ್ಯಾಪಾರಾದೇಶವನ್ನು ಖಚಿತವಾಗಿಯೂ ರದ್ದುಪಡಿಸಲು ಬಯಸುವಿರಾ?"
Coupons,"ಕೂಪನ್ ಗಳು"
"Please select a customer","ದಯವಿಟ್ಟು ಗ್ರಾಹಕರನ್ನು ಆರಿಸಿ"
"Create New Order in %1","%1 ದಲ್ಲಿ ಹೊಸ ವ್ಯಾಪಾರಾದೇಶವನ್ನು ರಚಿಸಿ"
"Create New Order for %1","%1 ಗಾಗಿ ಹೊಸ ವ್ಯಾಪಾರಾದೇಶವನ್ನು ರಚಿಸಿ"
"This product is disabled.","ಈ ಉತ್ಪನ್ನವು ನಿಷ್ಕ್ರಿಯವಾಗಿದೆ."
"%1 for %2","%2 ಗಾಗಿ %1"
"Please select products","ದಯವಿಟ್ಟಿ ಉತ್ಪನ್ನವನ್ನು ಆರಿಸಿ"
"Send Email","ಮಿಂಚೆ ಕಳುಹಿಸಿ"
"Order Statuses","ವ್ಯಾಪಾರಾದೇಶದ ಸ್ಠಿತಿಗಳು"
"Status Code","ಸ್ಥಿತಿ ಸಂಕೇತ"
"Are you sure you want to accept this payment?","ನೀವು ಈ ಪಾವತಿಯನ್ನು ಖಚಿತವಾಗಿ ಸ್ವೀಕರಿಸಲು ಬಯಸುವಿರಾ?"
"Accept Payment","ಪಾವತಿ ಸ್ವೀಕರಿಸಿ"
"Are you sure you want to deny this payment?","ನೀವು ಈ ಪಾವತಿಯನ್ನು ಖಚಿತವಾಗಿ ನಿರಾಕರಿಸಲು ಬಯಸುವಿರಾ?"
"Deny Payment","ಪಾವತಿ ನಿರಾಕರಿಸಿ"
"Comments History","ಅಭಿಪ್ರಾಯಗಳ ಇತಿಹಾಸ"
"Order History","ವ್ಯಾಪಾರಾದೇಶದ ಚರಿತ್ರೆ"
"Order Information","ವ್ಯಾಪಾರಾದೇಶದ ಮಾಹಿತಿ"
Shipments,ರವಾನೆಗಳು
Transactions,ವಹಿವಾಟುಗಳು
"Shopping cart","ಶಾಪಿಂಗ್ ಬುಟ್ಟಿ"
"Discount (%1)","ರಿಯಾಯಿತಿ (%1)"
"Back to My Orders","ನನ್ನ ವ್ಯಾಪಾರಾದೇಶಗಳಿಗೆ ಹಿಂದಿರುಗಿ"
"View Another Order","ಇನ್ನೊಂದು ವ್ಯಾಪಾರಾದೇಶವನ್ನು ವೀಕ್ಷಿಸಿ"
"Print Order # %1","ವ್ಯಾಪಾರಾದೇಶ ಮುದ್ರಿಸಿ # %1"
"View Memo","ಮೆಮೋ ವೀಕ್ಷಿಸಿ"
"The order no longer exists.","ಈ ವ್ಯಾಪಾರಾದೇಶವು ಈಗ ಅಸ್ತಿತ್ವದಲ್ಲಿರುವುದಿಲ್ಲ."
"Edit Order","ವ್ಯಾಪಾರಾದೇಶ ಸಂಪಾದಿಸಿ"
"You cannot cancel the order(s).","ನೀವು ವ್ಯಾಪಾರಾದೇಶವನ್ನು ರದ್ದುಗೊಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ."
"The payment has been accepted.","ಪಾವತಿಯನ್ನು ಸ್ವೀಕರಿಸಲಾಗಿದೆ."
"The payment has been denied.","ಪಾವತಿಯನ್ನು ನಿರಾಕರಿಸಲಾಗಿದೆ."
"Transaction has been approved.","ವ್ಯವಹಾರವನ್ನು ಅನುಮೋದಿಸಲಾಗಿದೆ."
"Transaction has been voided/declined.","ವ್ಯವಹಾರವನ್ನು ನಿರಾಕರಿಸಲಾಗಿದೆ."
"We can't update the payment right now.","ನಾವು ಸಧ್ಯಕ್ಕೆ ಪಾವತಿಯನ್ನು ಪರಿಷ್ಕರಿಸಲಾಗಲಿಲ್ಲ."
"Create New Order Status","ಹೊಸ ವ್ಯಾಪಾರಾದೇಶದ ಸ್ಥಿತಿ ರಚಿಸಿ"
"You saved the order status.","ವ್ಯಾಪಾರಾದೇಶದ ಸ್ಥಿತಿಯನ್ನು ಉಳಿಸಿದ್ದೀರಿ."
"Shipping Address: ","ರವಾನೆ ವಿಳಾಸ: "
"Billing Address: ","ಬಿಲ್ಲಿಂಗ್ ವಿಳಾಸ: "
"This payment method is not available.","ಈ ಪಾವತಿ ವಿಧಾನ ಲಭ್ಯವಿಲ್ಲ."
"Please enter the street.","ದಯವಿಟ್ಟು ಬೀದಿಯನ್ನು ನಮೂದಿಸಿ."
"Please enter the city.","ದಯವಿಟ್ಟು ನಗರವನ್ನು ನಮೂದಿಸಿ."
"Please enter the phone number.","ದಯವಿಟ್ಟು ದೂರವಾಣಿ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ."
"Please enter the company.","ದಯವಿಟ್ಟು ಸಂಸ್ಥೆಯನ್ನು ನಮೂದಿಸಿ."
"Please enter the fax number.","ದಯವಿಟ್ಟು ಫ್ಯಾಕ್ಸ್ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ."
"Please enter the country.","ದಯವಿಟ್ಟು ದೇಶವನ್ನು ನಮೂದಿಸಿ."
"Unknown State","ಅಜ್ಞಾತ ಸ್ಥಿತಿ"
Paid,ಪಾವತಿಸಿದೆ
"Unknown Status","ಅಜ್ಞಾತ ಸ್ಥಿತಿ"
Mixed,ಮಿಶ್ರ
"Amount: %1.","ಮೊತ್ತ %1."
"Transaction ID: ""%1""","ವಹಿವಾಟಿನ ID: ""%1"""
"The payment method you requested is not available.","ನೀವು ವಿನಂತಿಸಿದ ಪಾವತಿ ವಿಧಾನ ಲಭ್ಯವಿಲ್ಲ."
"Order Date: ","ವ್ಯಾಪಾರಾದೇಶದ ದಿನಾಂಕ: "
"Total Shipping Charges","ಒಟ್ಟು ಸಾಗಾಣಿಕೆ ವೆಚ್ಚಗಳು"
"New Orders","ಹೊಸ ವ್ಯಾಪಾರಾದೇಶಗಳು"
Complete,ಪೂರ್ಣಗೊಂಡಿದೆ
"Payment Review","ಪಾವತಿ ವಿಮರ್ಶೆ"
"Product doesn't exist","ಈ ಉತ್ಪನ್ನ ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ"
"Email has not been sent","ಮಿಂಚೆಯನ್ನು ಕಳುಹಿಸಲಾಗಿಲ್ಲ"
"Authorized amount of %1","ದೃಢೀಕರಿಸಿದ ಮೊತ್ತ %1"
" Transaction ID: ""%1"""," ವಹಿವಾಟಿನ ID: ""%1"""
"Sample message.","ನಮೂನೆ ಸಂದೇಶ."
"Add to address book","ವಿಳಾಸಪಟ್ಟಿಯಲ್ಲಿ ಉಳಿಸಿ"
"Customer's Activities","ಗ್ರಾಹಕರ ಚಟುವಟಿಕೆಗಳು"
"Tax Amount","ತೆರಿಗೆ ಮೊತ್ತ"
"Please enter a positive number in this field.","ದಯವಿಟ್ಟು ಧನಾತ್ಮಕ ಅಂಕೆಯನ್ನು ಈ ವಲಯದಲ್ಲಿ ನಮೂದಿಸಿ."
"No Items","ಯಾವುದೇ ವಸ್ತುಗಳಿಲ್ಲ"
"Shipping &amp; Handling","ಸಾಗಾಣಿಕೆ &amp; ನಿರ್ವಹಣೆ"
"Order Date","ವ್ಯಾಪಾರಾದೇಶದ ದಿನಾಂಕ"
"Order Date (%1)","ವ್ಯಾಪಾರಾದೇಶದ ದಿನಾಂಕ(%1)"
"Edit Customer","ಗ್ರಾಹಕರನ್ನು ಸಂಪಾದಿಸಿ"
"Transaction Data","ವ್ಯವಹಾರದ ದತ್ತಾಂಶ"
"Transaction Details","ವ್ಯವಹಾರದ ವಿವರಗಳು"
"Tracking Number","ಟ್ರಾಕಿಂಗ್ ಸಂಖ್ಯೆ"
"Billing Last Name","ಬಿಲ್ಲಿಂಗ್ ಕೊನೆಯ ಹೆಸರು"
"Refund #","ಮರುಪಾವತಿ #"
"Print Refund","ಮರುಪಾವತಿ ಮುದ್ರಿಸಿ"
"Print Order","ವ್ಯಾಪಾರಾದೇಶ ಮುದ್ರಿಸಿ"
"Shipment #%1","ರವಾನೆ #%1"
"Thank you for your order from %store_name.","%store_name ನಿಂದ ನಿಮ್ಮ ವ್ಯಾಪಾರಾದೇಶಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು."
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","ನೀವು ನಿಮ್ಮ ವ್ಯಾಪಾರಾದೇಶದ ಸ್ಥಿತಿಯನ್ನು <a href=""%account_url"">ನಿಮ್ಮ ಖಾತೆಗೆ ಲಾಗಿನ್</a> ಆಗುವ ಮೂಲಕ ಪರಿಶೀಲಿಸಬಹುದು."
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","ನಿಮಗೆ ವ್ಯಾಪಾರಾದೇಶದ ಬಗ್ಗೆ ಏನಾದರೂ ಪ್ರಶ್ನೆಗಳಿದ್ದಲ್ಲಿ, ನೀವು ನಮಗೆ ಮಿಂಚೆಯನ್ನು ಇಲ್ಲಿಗೆ <a href=""mailto:%store_email"">%store_email</a> ಕಳುಹಿಸಬಹುದು"
"Your Credit Memo #%creditmemo_id for Order #%order_id","ನಿಮ್ಮ ವ್ಯಾಪಾರಾದೇಶ #%order_id ಕ್ಕೆ ಕ್ರೆಡಿಟ್ ಮೆಮೋ #%creditmemo_id"
"Billing Info","ಬಿಲ್ಲಿಂಗ್ ಮಾಹಿತಿ"
"Update to your %store_name credit memo","ನಿಮ್ಮ%store_name ಕ್ರೆಡಿಟ್ ಮೆಮೋ ಗೆ ಪರಿಷ್ಕರಣೆ"
"Your order #%increment_id has been updated with a status of <strong>%order_status</strong>.","ನಿಮ್ಮ ವ್ಯಾಪಾರಾದೇಶ #%increment_id ವು <strong>%order_status</strong> ಸ್ಥಿತಿಯೊಂದಿಗೆ ಪರಿಷ್ಕರಣೆಗೊಂಡಿದೆ."
"Update to your %store_name invoice","ನಿಮ್ಮ %store_name invoice ಗೆ ಪರಿಷ್ಕರಣೆ"
"Your %store_name order confirmation","ನಿಮ್ಮ %store_name ವ್ಯಾಪಾರಾದೇಶದ ದೃಢೀಕರಣ"
"Once your package ships we will send you a tracking number.","ನಿಮ್ಮ ಪ್ಯಾಕೇಜ್ ರವಾನೆಯಾದ ತಕ್ಷಣ ನಾವು ನಿಮಗೆ ಟ್ರ್ಯಾಕಿಂಗ್ ಸಂಖ್ಯೆಯನ್ನು ಕಳುಹಿಸುತ್ತೇವೆ."
"Your Order <span class=""no-link"">#%increment_id</span>","ನಿಮ್ಮ ವ್ಯಾಪಾರಾದೇಶ <span class=""no-link"">#%increment_id</span>"
"Placed on <span class=""no-link"">%created_at</span>","<span class=""no-link"">%created_at</span> ರಂದು ಖರೀದಿಸಲಾಗಿದೆ"
"Update to your %store_name order","ನಿಮ್ಮ %store_name ವ್ಯಾಪಾರಾದೇಶಕ್ಕೆ ಪರಿಷ್ಕರಣೆ"
"Your %store_name order has shipped","ನಿಮ್ಮ %store_name ವ್ಯಾಪಾರಾದೇಶವನ್ನು ರವಾನಿಸಲಾಗಿದೆ"
"Your shipping confirmation is below. Thank you again for your business.","ನಿಮ್ಮ ಸಾಗಾಣಿಕೆ ಧೃಢೀಕರಣ ಈ ಕೆಳಕಂಡಂತಿದೆ. ನಮ್ಮೊಡನೆ ವ್ಯವಹರಿಸಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು."
"Update to your %store_name shipment","ನಿಮ್ಮ %store_name ಸಾಗಾಣಿಕೆಗೆ ಪರಿಷ್ಕರಣೆ"
"Get available payment methods","ಲಭ್ಯವಿರುವ ಪಾವತಿ ವಿಧಾನಗಳನ್ನು ಪಡೆಯಿರಿ"
Operations,ಕಾರ್ಯಾಚರಣೆಗಳು
"Sales Section","ಮಾರಾಟ ವಿಭಾಗ"
"Sales Emails Section","ಮಾರಾಟ ಮಿಂಚೆಗಳ ವಿಭಾಗ"
"Include Discount Amount","ರಿಯಾಯಿತಿ ಮೊತ್ತ ಸೇರಿಸಿ"
"Description Message","ವಿವರಣೆ ಸಂದೇಶ"
"Sales Emails","ಮಾರಾಟ ಮಿಂಚೆಗಳು"
"Shipment Email Sender","ರವಾನೆ ಮಿಂಚೆ ರವಾನೆದಾರರು"
"Shipment Email Template","ರವಾನೆ ಮಿಂಚೆಯ ಮಾದರಿ"
"Shipment Comments","ರವಾನೆ ಅಭಿಪ್ರಾಯಗಳು"
"Shipment Comment Email Sender","ರವಾನೆ ಅಭಿಪ್ರಾಯಗಳ ಮಿಂಚೆ ರವಾನೆದಾರರು"
"Shipment Comment Email Template","ರವಾನೆ ಅಭಿಪ್ರಾಯಗಳ ಮಿಂಚೆಯ ಮಾದರಿ"
"Grid Settings","ಗ್ರಿಡ್ ಸಂಯೋಜನೆಗಳು"
"ZIP/Post Code","ಪಿನ್ ಕೋಡ್"
"Ship Date","ರವಾನೆ ದಿನಾಂಕ"
"Total Quantity","ಒಟ್ಟು ಪರಿಮಾಣ"
"Default Status","ನಿಯೋಜಿತ ಸ್ಥಿತಿ"
"Tax Percent","ತೆರಿಗೆ ಶತಾಂಶ"
"Print All","ಎಲ್ಲವನ್ನೂ ಮುದ್ರಿಸಿ"
"Purchase Date","ಖರೀದಿ ದಿನಾಂಕ"
"Customer Email","ಗ್ರಾಹಕರ ಮಿಂಚೆ"
"Shipping and Handling","ಸಾಗಾಣಿಕೆ & ನಿರ್ವಹಣೆ"
Refunds,ಮರುಪಾವತಿಗಳು
"All Store Views","ಎಲ್ಲಾ ಮಳಿಗೆ ನೋಟಗಳು"
"Payment Method","ಪಾವತಿ ವಿಧಾನಗಳು"
"Are you sure you want to delete this?","ನೀವು ಇದನ್ನು ಖಚಿತವಾಗಿಯೂ ಅಳಿಸಬಯಸುವಿರಾ?"
"Apply To","ಗೆ ಅನ್ವಯಿಸುತ್ತದೆ"
"New Cart Price Rule","ಹೊಸ ಶಾಪಿಂಗ್ ಬುಟ್ಟಿ ದರದ ನಿಯಮ"
"total quantity","ಒಟ್ಟು ಪರಿಮಾಣ"
"total amount","ಒಟ್ಟು ಮೊತ್ತ"
"Your coupon was successfully applied.","ನಿಮ್ಮ ಕೊಡುಗೆ ಅಂಕವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅನ್ವಯಿಸಲಾಗಿದೆ."
Promotion,ಜಾಹೀರಾತು
"Cart Price Rule","ಶಾಪಿಂಗ್ ಬುಟ್ಟಿ ದರದ ನಿಯಮ"
Labels,ಲೇಬಲ್
"Not enough arguments","ಅಗತ್ಯವಿರುವಷ್ಟು ಆರ್ಗುಮೆಂಟ್‍ಗಳಿಲ್ಲ"
"Fatal Error","ಪ್ರಮಾದಕರ ದೋಷ"
"Stock Availability","ದಾಸ್ತಾನಿನ ಲಭ್ಯತೆ"
"Add Scheduled Export","ನಿಗದಿತ ರಫ್ತುಗಳನ್ನು ಸೇರಿಸಿ"
"Add Scheduled Import","ನಿಗದಿತ ಆಮದುಗಳನ್ನು ಸೇರಿಸಿ"
"Scheduled Import/Export","ನಿಗದಿತ ಆಮದು/ರಫ್ತು"
"Server Type","ಸರ್ವರ್ ವಿಧ"
"Failed Email Receiver","ವಿಫಲವಾದ ಪಾವತಿಯ ಮಿಂಚೆ ಸ್ವೀಕೃತಿದಾರ"
"Failed Email Sender","ರವಾನೆ ಮಿಂಚೆ ರವಾನೆದಾರರು"
"Failed Email Template","ವಿಫಲ ಮಿಂಚೆಯ ಮಾದರಿ"
"Send Failed Email Copy To","ವಿಫಲವಾದ ಮಿಂಚೆಯ ನಕಲನ್ನು ಇವರಿಗೆ ಕಳುಹಿಸಿ"
"Send Failed Email Copy Method","ವಿಫಲವಾದ ಮಿಂಚೆಯ ನಕಲು ವಿಧಾನವನ್ನು ಕಳುಹಿಸಿ"
"Export File Information","ರಫ್ತು ಕಡತದ ಮಾಹಿತಿ"
"Export Failed Emails","ವಿಫಲವಾದ ರಫ್ತು ಮಿಂಚೆಗಳು"
"File Format","ಕಡತದ ಮಾದರಿ"
"Import Settings","ಆಮದು ಸಂಯೋಜನೆಗಳು"
"Import File Information","ಆಮದು ಕಡತದ ಮಾಹಿತಿ"
"Import Failed Emails","ವಿಫಲವಾದ ಆಮದು ಮಿಂಚೆಗಳು"
"Import Behavior","ಆಮದು ವರ್ತನೆ"
"File Name","ಕಡತದ ಹೆಸರು"
"Clean Now","ಈಗ ಸ್ವಚ್ಛಗೊಳಿಸಿ"
"Scheduled Imports/Exports","ನಿಗದಿತ ಆಮದುಗಳು/ರಫ್ತುಗಳು"
"We can't delete the scheduled operation right now.","ನೀವು ನಿಗದಿತ ಕಾರ್ಯಾಚರಣೆಯನ್ನು ಸಧ್ಯಕ್ಕೆ ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ."
"No valid data sent","ಮಾನ್ಯವಾದ ದತ್ತಾಂಶವನ್ನು ಕಳುಹಿಸಿಲ್ಲ"
"You deleted the history files.","ನೀವು ಇತಿಹಾಸ ಕಡತಗಳನ್ನು ಅಳಿಸಿದ್ದೀರಿ."
"We can't delete the history files right now.","ಸಧ್ಯಕ್ಕೆ ನಾವು ಇತಿಹಾಸ ಕಡತಗಳನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ."
"We can't delete all the items right now.","ಸಧ್ಯಕ್ಕೆ ನಾವು ಎಲ್ಲಾ ವಸ್ತುಗಳನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ."
"We can't save the scheduled operation right now.","ನೀವು ನಿಗದಿತ ಕಾರ್ಯಾಚರಣೆಯನ್ನು ಸಧ್ಯಕ್ಕೆ ಉಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ."
"New Scheduled Export","ಹೊಸ ನಿಗದಿತ ರಫ್ತು"
"Connecting to server","ಸರ್ವರನ್ನು ಸಂಪರ್ಕಿಸುತ್ತಿದೆ"
"Please correct the server type.","ಸರ್ವರ್ ವಿಧವನ್ನು ದಯವಿಟ್ಟು ಸರಿಪಡಿಸಿ."
"We can't read the file.","ನಾವು ಕಡತವನ್ನು ಓದಲು ಸಾಧ್ಯವಿಲ್ಲ."
"Unknown file format","ಅನಾಮಿಕ ಕಡತದ ಮಾದರಿ"
"Local Server","ಸ್ಥಳೀಯ ಸರ್ವರ್"
Binary,ಬೈನರಿ
ASCII,ಆಸ್ಕಿ
"Stop Import","ಆಮದು ತಡೆಯಿರಿ"
"Continue Processing","ಪ್ರಕ್ರಿಯೆಯನ್ನು ಮುಂದುವರೆಸಿ"
Successful,ಯಶಸ್ವಿಯಾಗಿದೆ
Pending,"ಬಾಕಿ ಇದೆ"
"Can not open file","ಕಡತ ತೆರೆಯಲು ಆಗಲಿಲ್ಲ"
"%store_name - Scheduled Export Failed","%store_name - ನಿಗದಿತ ರಫ್ತು ವಿಫಲವಾಗಿದೆ"
"%operation_name - Scheduled Export Failed","%operation_name - ನಿಗದಿತ ರಫ್ತು ವಿಫಲವಾಗಿದೆ"
"Operation name:","ಕಾರ್ಯಾಚರಣೆ ಹೆಸರು:"
"%store_name  - Scheduled Import Failed","%store_name - ನಿಗದಿತ ಆಮದು ವಿಫಲವಾಗಿದೆ"
"%operation_name - Scheduled Import Failed","%operation_name - ನಿಗದಿತ ಆಮದು ವಿಫಲವಾಗಿದೆ"
"Error Email Sender","ದೋಷ ಮಿಂಚೆ ರವಾನೆದಾರ"
"Search Synonyms","ಪರ್ಯಾಯ ಪದಗಳನ್ನು ಹುಡುಕಿ"
"Save Search","ಹುಡುಕಾಟ ಉಳಿಸಿ"
"Delete Search","ಹುಡುಕಾಟ ಅಳಿಸಿ"
"New Search","ಹೊಸ ಹುಡುಕಾಟ"
"Search Information","ಹುಡುಕಾಟದ ಮಾಹಿತಿ"
"Number of results","ಫಲಿತಾಂಶಗಳ ಸಂಖ್ಯೆ"
"Number of Uses","ಬಳಸಿದ ಸಂಖ್ಯೆ"
"ex. http://domain.com","ಉದಾ: http://domain.com"
"    All Store Views","    ಎಲ್ಲಾ ಮಳಿಗೆಗಳ ನೋಟಗಳು"
Hits,ಭೇಟಿಗಳು
Synonyms,"ಪರ್ಯಾಯ ಪದಗಳು"
"Search Terms","ಪದಗಳನ್ನು ಹುಡುಕಿ"
"Account Activity","ಖಾತೆ ಚಟುವಟಿಕೆ"
"You can't send messages more than %1 times an hour.","ನೀವು ಸಂದೇಶಗಳನ್ನು ಗಂಟೆಗೆ %1 ಕ್ಕಿಂತ ಹೆಚ್ಚು ಬಾರಿ ಕಳುಹಿಸಲಾಗುವುದಿಲ್ಲ."
"We found some problems with the data.","ದತ್ತಾಂಶದೊಂದಿಗೆ ಕೆಲವು ತೊಂದರೆಗಳು ನಮಗೆ ಕಂಡುಬಂದಿವೆ."
"Some emails were not sent.","ಕೆಲವು ಮಿಂಚೆಗಳನ್ನು ಕಳುಹಿಸಿಲ್ಲ."
"Please enter a sender name.","ದಯವಿಟ್ಟು ರವಾನೆದಾರರ ಹೆಸರನ್ನು ಸೂಚಿಸಿ."
"Please enter a message.","ದಯವಿಟ್ಟು ಸಂದೇಶವನ್ನು ನಮೂದಿಸಿ."
"Please enter a correct recipient email address.","ದಯವಿಟ್ಟು ಸ್ವೀಕೃತಿದಾರರ ಸರಿಯಾದ ಮಿಂಚೆ ವಿಳಾಸವನ್ನು ನಮೂದಿಸಿ."
"Remove Recipent","ಸ್ವೀಕೃತಿದಾರರನ್ನು ತೆಗೆದುಹಾಕಿ"
"Welcome, %name","ಸುಸ್ವಾಗತ, %name"
"Allow for Guests","ಅತಿಥಿಗಳನ್ನು ಅನುಮತಿಸಿ"
"Max Recipients","ಗರಿಷ್ಟ ಸ್ವೀಕೃತಿದಾರರು"
"Please provide Name for all of recipients.","ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಸ್ವೀಕೃತಿದಾರರ ಹೆಸರನ್ನು ಒದಗಿಸಿ."
"Please provide Email for all of recipients.","ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಸ್ವೀಕೃತಿದಾರರ ಮಿಂಚೆಯನ್ನು ಒದಗಿಸಿ."
"Please provide Name of sender.","ದಯವಿಟ್ಟು ರವಾನೆದಾರರ ಹೆಸರನ್ನು ಒದಗಿಸಿ."
"Please provide Email of sender.","ದಯವಿಟ್ಟು ರವಾನೆದಾರರ ಮಿಂಚೆಯನ್ನು ಒದಗಿಸಿ."
"Please provide Message.","ದಯವಿಟ್ಟು ಸಂದೇಶವನ್ನು ಒದಗಿಸಿ."
"Store Id","ಮಳಿಗೆ Id"
"Cannot delete product with id %1","%1 ಐಡಿ ಜೊತೆಗಿನ ಉತ್ಪನ್ನವನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ"
"Requested product doesn't exist: %sku.","ವಿನಂತಿಸಿದ ಉತ್ಪನ್ನ ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ: %sku."
"Requested product doesn't exist: %1.","ವಿನಂತಿಸಿದ ಉತ್ಪನ್ನ ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ: %1."
"Website 3","ಜಾಲತಾಣ 3"
"Website 1","ಜಾಲತಾಣ 1"
"Delete ""%1""","ಅಳಿಸಿ ""%1"""
"Edit Configurations","ಸಂರಚನೆಗಳನ್ನು ಸಂಪಾದಿಸಿ"
Store:,ಮಳಿಗೆ:
Website:,ಜಾಲತಾಣ:
Assign,ವಹಿಸಿ
products,ಉತ್ಪನ್ನಗಳು
included,ಒಳಗೊಂಡಿದೆ
Assigned,ವಹಿಸಲಾಗಿದೆ
"Set Discount","ರಿಯಾಯಿತಿ ಹೊಂದಿಸಿ"
"New Price","ಹೊಸ ಬೆಲೆ"
"Submit Shipment","ರವಾನೆ ಸಲ್ಲಿಸಿ"
"Add Tracking Number","ಟ್ರಾಕಿಂಗ್ ಸಂಖ್ಯೆಯನ್ನು ಸೇರಿಸಿ"
"Send Tracking Information","ಟ್ರಾಕಿಂಗ್ ಮಾಹಿತಿಯನ್ನು ಕಳುಹಿಸಿ"
"Delivered on:",": ರಂದು ತಲುಪಿಸಲಾಗಿದೆ:"
"The comment is missing. Enter and try again.","ಅಭಿಪ್ರಾಯ ಕಾಣೆಯಾಗಿದೆ. ನಮೂದಿಸಿ ಮತ್ತು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ."
"Cannot add new comment.","ಹೊಸ ಅಭಿಪ್ರಾಯವನ್ನು ಸೇರಿಸಲಾಗುವುದಿಲ್ಲ."
"New Shipment","ಹೊಸ ರವಾನೆ"
Development,ಬೆಳವಣಿಗೆ
"Divide to equal weight (one request)","ಸಮನಾದ ತೂಕಕ್ಕೆ ವಿಭಜಿಸಿ (ಒಂದು ವಿನಂತಿ)"
Girth,ಸುತ್ತಳತೆ
in,ಇಂಚು
kg,ಕೆಜಿ
"Shipment History","ರವಾನೆ ಚರಿತ್ರೆ"
"Shipment #","ರವಾನೆ #"
"Print Shipment","ರವಾನೆ ಮುದ್ರಿಸಿ"
